,Global_active_power,Global_reactive_power,Voltage,Sub_metering_1,Sub_metering_2,Sub_metering_3,converted_Date_week,Time_h,Time_min,target
19356,0.324,0.186,247.37,0,2,0.0,52,4,0,2.0
19357,0.304,0.18,247.27,0,1,0.0,52,4,1,1.0
19358,0.322,0.188,247.45,0,2,0.0,52,4,2,2.0
19359,0.306,0.176,246.53,0,1,0.0,52,4,3,1.0
19360,0.312,0.176,245.73,0,2,0.0,52,4,4,2.0
19361,0.314,0.17,244.91,0,1,0.0,52,4,5,1.0
19362,0.298,0.172,245.91,0,2,0.0,52,4,6,2.0
19363,0.314,0.172,245.3,0,1,0.0,52,4,7,1.0
19364,0.294,0.166,245.11,0,2,0.0,52,4,8,2.0
19365,0.312,0.172,245.18,0,1,0.0,52,4,9,1.0
19366,0.294,0.17,245.82,0,1,0.0,52,4,10,1.0
19367,0.392,0.26,245.75,0,2,0.0,52,4,11,2.0
19368,0.404,0.308,245.19,0,1,0.0,52,4,12,1.0
19369,0.382,0.246,244.63,0,1,0.0,52,4,13,1.0
19370,0.326,0.182,245.39,0,0,0.0,52,4,14,0.0
19371,0.344,0.192,246.05,0,1,0.0,52,4,15,1.0
19372,0.324,0.186,245.91,0,0,0.0,52,4,16,0.0
19373,0.34,0.188,245.38,0,0,0.0,52,4,17,0.0
19374,0.322,0.19,246.68,0,0,0.0,52,4,18,0.0
19375,0.342,0.2,247.08,0,0,0.0,52,4,19,0.0
19376,0.322,0.196,247.54,0,0,0.0,52,4,20,0.0
19377,0.342,0.202,247.56,0,1,0.0,52,4,21,1.0
19378,0.322,0.196,247.48,0,0,0.0,52,4,22,0.0
19379,0.36,0.206,246.45,0,0,0.0,52,4,23,0.0
19380,0.356,0.238,246.28,0,0,0.0,52,4,24,0.0
19381,0.32,0.164,246.82,0,0,0.0,52,4,25,0.0
19382,0.3,0.158,246.98,0,0,0.0,52,4,26,0.0
19383,0.342,0.164,246.89,0,1,0.0,52,4,27,1.0
19384,0.32,0.16,247.04,0,0,0.0,52,4,28,0.0
19385,0.322,0.164,246.95,0,0,0.0,52,4,29,0.0
19386,0.298,0.16,247.37,0,0,0.0,52,4,30,0.0
19387,0.292,0.13,247.27,0,0,0.0,52,4,31,0.0
19388,0.224,0.05,247.3,0,0,0.0,52,4,32,0.0
19389,0.242,0.054,246.85,0,1,0.0,52,4,33,1.0
19390,0.232,0.05,246.69,0,0,0.0,52,4,34,0.0
19391,0.234,0.054,247.39,0,0,0.0,52,4,35,0.0
19392,0.246,0.06,248.2,0,0,0.0,52,4,36,0.0
19393,0.224,0.05,247.39,0,0,0.0,52,4,37,0.0
19394,0.244,0.058,247.63,0,1,0.0,52,4,38,1.0
19395,0.224,0.05,247.3,0,0,0.0,52,4,39,0.0
19396,0.244,0.06,248.05,0,0,0.0,52,4,40,0.0
19397,0.226,0.054,248.03,0,0,0.0,52,4,41,0.0
19398,0.248,0.062,248.38,0,0,0.0,52,4,42,0.0
19399,0.234,0.056,248.3,0,0,0.0,52,4,43,0.0
19400,0.254,0.062,248.45,0,1,0.0,52,4,44,1.0
19401,0.232,0.054,248.08,0,0,0.0,52,4,45,0.0
19402,0.248,0.06,247.9,0,0,0.0,52,4,46,0.0
19403,0.226,0.056,248.33,0,0,0.0,52,4,47,0.0
19404,0.244,0.06,248.0,0,0,0.0,52,4,48,0.0
19405,0.224,0.054,247.87,0,0,0.0,52,4,49,0.0
19406,0.342,0.17,247.56,0,1,0.0,52,4,50,1.0
19407,0.334,0.19,246.91,0,0,0.0,52,4,51,0.0
19408,0.348,0.198,246.98,0,0,0.0,52,4,52,0.0
19409,0.328,0.192,246.93,0,0,0.0,52,4,53,0.0
19410,0.344,0.194,246.53,0,0,0.0,52,4,54,0.0
19411,0.324,0.192,246.91,0,0,0.0,52,4,55,0.0
19412,0.34,0.19,245.77,0,1,0.0,52,4,56,1.0
19413,0.318,0.178,244.84,0,0,0.0,52,4,57,0.0
19414,0.34,0.178,243.94,0,0,0.0,52,4,58,0.0
19415,0.322,0.178,244.69,0,0,0.0,52,4,59,0.0
19416,0.338,0.18,244.02,0,0,0.0,52,5,0,0.0
19417,0.318,0.174,244.09,0,0,0.0,52,5,1,0.0
19418,0.338,0.184,244.81,0,1,0.0,52,5,2,1.0
19419,0.256,0.088,244.84,0,0,0.0,52,5,3,0.0
19420,0.238,0.0,244.93,0,0,0.0,52,5,4,0.0
19421,0.23,0.0,245.34,0,0,0.0,52,5,5,0.0
19422,0.25,0.054,244.75,0,0,0.0,52,5,6,0.0
19423,0.312,0.15,244.43,0,0,0.0,52,5,7,0.0
19424,0.292,0.144,244.58,0,1,0.0,52,5,8,1.0
19425,0.314,0.154,245.11,0,0,0.0,52,5,9,0.0
19426,0.294,0.148,245.26,0,0,0.0,52,5,10,0.0
19427,0.314,0.154,245.27,0,0,0.0,52,5,11,0.0
19428,0.294,0.148,245.01,0,0,0.0,52,5,12,0.0
19429,0.316,0.15,244.56,0,1,0.0,52,5,13,1.0
19430,0.272,0.112,244.39,0,0,0.0,52,5,14,0.0
19431,0.244,0.0,244.82,0,0,0.0,52,5,15,0.0
19432,0.224,0.0,245.33,0,0,0.0,52,5,16,0.0
19433,0.244,0.048,245.56,0,0,0.0,52,5,17,0.0
19434,0.224,0.0,244.55,0,0,0.0,52,5,18,0.0
19435,0.244,0.048,245.57,0,0,0.0,52,5,19,0.0
19436,0.22,0.0,245.33,0,0,0.0,52,5,20,0.0
19437,0.236,0.046,245.51,0,1,0.0,52,5,21,1.0
19438,0.216,0.0,244.67,0,0,0.0,52,5,22,0.0
19439,0.236,0.0,244.52,0,0,0.0,52,5,23,0.0
19440,0.218,0.0,245.17,0,0,0.0,52,5,24,0.0
19441,0.238,0.048,245.59,0,0,0.0,52,5,25,0.0
19442,0.218,0.0,245.49,0,0,0.0,52,5,26,0.0
19443,0.238,0.046,245.38,0,1,0.0,52,5,27,1.0
19444,0.226,0.0,245.54,0,0,0.0,52,5,28,0.0
19445,0.354,0.168,244.86,0,0,0.0,52,5,29,0.0
19446,0.332,0.18,244.9,0,0,0.0,52,5,30,0.0
19447,0.348,0.182,244.56,0,0,0.0,52,5,31,0.0
19448,0.328,0.178,244.63,0,0,0.0,52,5,32,0.0
19449,0.346,0.19,245.73,0,1,0.0,52,5,33,1.0
19450,0.326,0.182,245.53,0,0,0.0,52,5,34,0.0
19451,0.338,0.188,245.55,0,0,0.0,52,5,35,0.0
19452,0.33,0.184,245.13,0,0,0.0,52,5,36,0.0
19453,0.316,0.178,244.68,0,0,0.0,52,5,37,0.0
19454,0.33,0.176,243.84,0,1,0.0,52,5,38,1.0
19455,0.308,0.17,243.44,0,0,0.0,52,5,39,0.0
19456,0.328,0.178,244.07,0,0,0.0,52,5,40,0.0
19457,0.31,0.174,244.17,0,0,0.0,52,5,41,0.0
19458,0.262,0.08,244.66,0,0,0.0,52,5,42,0.0
19459,0.224,0.0,245.24,0,0,0.0,52,5,43,0.0
19460,0.242,0.0,245.01,0,1,0.0,52,5,44,1.0
19461,0.226,0.046,246.35,0,0,0.0,52,5,45,0.0
19462,0.246,0.052,246.67,0,0,0.0,52,5,46,0.0
19463,0.226,0.0,246.21,0,0,0.0,52,5,47,0.0
19464,0.238,0.048,245.72,0,0,0.0,52,5,48,0.0
19465,0.218,0.0,246.0,0,0,0.0,52,5,49,0.0
19466,0.306,0.124,246.05,0,1,0.0,52,5,50,1.0
19467,0.296,0.158,247.0,0,0,0.0,52,5,51,0.0
19468,0.318,0.166,247.16,0,0,0.0,52,5,52,0.0
19469,0.298,0.16,247.14,0,0,0.0,52,5,53,0.0
19470,0.314,0.16,246.45,0,0,0.0,52,5,54,0.0
19471,0.292,0.148,245.22,0,0,0.0,52,5,55,0.0
19472,0.308,0.15,244.54,0,1,0.0,52,5,56,1.0
19473,0.288,0.144,244.43,0,0,0.0,52,5,57,0.0
19474,0.25,0.054,244.59,0,0,0.0,52,5,58,0.0
19475,0.222,0.0,244.23,0,0,0.0,52,5,59,0.0
19476,0.242,0.0,244.51,0,0,0.0,52,6,0,0.0
19477,0.224,0.0,245.12,0,0,0.0,52,6,1,0.0
19478,0.242,0.0,245.23,0,1,0.0,52,6,2,1.0
19479,0.224,0.0,245.73,0,0,0.0,52,6,3,0.0
19480,0.244,0.046,245.62,0,0,0.0,52,6,4,0.0
19481,0.23,0.0,245.13,0,0,0.0,52,6,5,0.0
19482,0.236,0.046,245.77,0,0,0.0,52,6,6,0.0
19483,0.256,0.056,246.9,0,0,0.0,52,6,7,0.0
19484,0.346,0.194,247.37,0,1,0.0,52,6,8,1.0
19485,0.358,0.202,247.91,0,0,0.0,52,6,9,0.0
19486,0.338,0.204,248.98,0,0,0.0,52,6,10,0.0
19487,0.358,0.214,249.71,0,0,0.0,52,6,11,0.0
19488,0.338,0.216,250.67,0,0,0.0,52,6,12,0.0
19489,0.356,0.216,249.96,0,1,0.0,52,6,13,1.0
19490,0.332,0.206,249.31,0,0,0.0,52,6,14,0.0
19491,0.352,0.214,249.49,0,0,0.0,52,6,15,0.0
19492,0.328,0.202,248.77,0,0,0.0,52,6,16,0.0
19493,0.414,0.292,248.62,0,1,0.0,52,6,17,1.0
19494,0.41,0.334,248.6,0,2,0.0,52,6,18,2.0
19495,0.428,0.338,248.29,0,2,0.0,52,6,19,2.0
19496,0.408,0.332,248.31,0,1,0.0,52,6,20,1.0
19497,0.364,0.234,247.06,0,2,0.0,52,6,21,2.0
19498,0.31,0.176,246.81,0,1,0.0,52,6,22,1.0
19499,0.328,0.182,246.7,0,2,0.0,52,6,23,2.0
19500,0.856,0.166,246.02,0,2,7.0,52,6,24,9.0
19501,1.482,0.164,245.81,0,1,20.0,52,6,25,21.0
19502,1.444,0.158,245.52,0,2,19.0,52,6,26,21.0
19503,1.454,0.164,245.87,0,2,18.0,52,6,27,20.0
19504,1.434,0.162,246.42,0,1,19.0,52,6,28,20.0
19505,1.444,0.166,246.01,0,2,19.0,52,6,29,21.0
19506,1.422,0.16,246.02,0,1,18.0,52,6,30,19.0
19507,1.44,0.166,246.04,0,2,19.0,52,6,31,21.0
19508,1.428,0.164,246.96,0,1,19.0,52,6,32,20.0
19509,1.506,0.238,246.41,0,2,18.0,52,6,33,20.0
19510,1.484,0.266,245.6,0,1,19.0,52,6,34,20.0
19511,1.484,0.266,245.54,0,2,18.0,52,6,35,20.0
19512,1.484,0.266,245.65,0,1,19.0,52,6,36,20.0
19513,1.484,0.268,245.76,0,1,18.0,52,6,37,19.0
19514,1.478,0.266,245.51,0,1,19.0,52,6,38,20.0
19515,1.474,0.266,245.71,0,2,18.0,52,6,39,20.0
19516,1.474,0.268,246.02,0,1,19.0,52,6,40,20.0
19517,1.426,0.2,245.74,0,1,18.0,52,6,41,19.0
19518,1.416,0.162,246.61,0,2,19.0,52,6,42,21.0
19519,1.414,0.162,246.64,0,1,18.0,52,6,43,19.0
19520,1.358,0.054,247.14,0,0,19.0,52,6,44,19.0
19521,1.336,0.0,246.58,0,0,19.0,52,6,45,19.0
19522,1.372,0.066,246.5,0,0,18.0,52,6,46,18.0
19523,1.454,0.178,246.6,0,0,19.0,52,6,47,19.0
19524,1.45,0.178,246.55,0,0,19.0,52,6,48,19.0
19525,1.446,0.176,246.32,0,0,18.0,52,6,49,18.0
19526,1.442,0.176,246.29,0,0,19.0,52,6,50,19.0
19527,1.438,0.176,246.56,0,0,18.0,52,6,51,18.0
19528,1.446,0.182,247.28,0,0,19.0,52,6,52,19.0
19529,1.452,0.184,247.5,0,0,19.0,52,6,53,19.0
19530,1.446,0.18,247.01,0,0,18.0,52,6,54,18.0
19531,1.302,0.18,246.65,0,0,18.0,52,6,55,18.0
19532,0.322,0.192,246.96,0,0,0.0,52,6,56,0.0
19533,0.314,0.19,246.68,0,0,0.0,52,6,57,0.0
19534,0.314,0.19,246.82,0,0,0.0,52,6,58,0.0
19535,0.32,0.19,246.91,0,0,0.0,52,6,59,0.0
19536,0.28,0.13,247.4,0,0,0.0,52,7,0,0.0
19537,0.222,0.0,246.04,0,0,0.0,52,7,1,0.0
19538,0.22,0.0,246.31,0,0,0.0,52,7,2,0.0
19539,0.216,0.0,245.95,0,0,0.0,52,7,3,0.0
19540,0.218,0.0,245.96,0,0,0.0,52,7,4,0.0
19541,0.222,0.0,245.87,0,0,0.0,52,7,5,0.0
19542,0.222,0.0,245.55,0,0,0.0,52,7,6,0.0
19543,0.22,0.0,244.59,0,0,0.0,52,7,7,0.0
19544,0.216,0.0,244.87,0,0,0.0,52,7,8,0.0
19545,0.212,0.0,244.65,0,0,0.0,52,7,9,0.0
19546,0.218,0.0,244.63,0,0,0.0,52,7,10,0.0
19547,0.22,0.0,244.84,0,0,0.0,52,7,11,0.0
19548,0.22,0.0,245.02,0,0,0.0,52,7,12,0.0
19549,0.222,0.0,245.49,0,0,0.0,52,7,13,0.0
19550,0.218,0.0,245.76,0,0,0.0,52,7,14,0.0
19551,0.244,0.06,245.49,0,0,0.0,52,7,15,0.0
19552,0.296,0.148,245.5,0,0,0.0,52,7,16,0.0
19553,0.298,0.148,245.35,0,0,0.0,52,7,17,0.0
19554,0.296,0.144,244.55,0,0,0.0,52,7,18,0.0
19555,0.296,0.142,244.08,0,0,0.0,52,7,19,0.0
19556,0.29,0.146,244.93,0,0,0.0,52,7,20,0.0
19557,0.288,0.148,245.34,0,0,0.0,52,7,21,0.0
19558,0.29,0.14,243.96,0,0,0.0,52,7,22,0.0
19559,0.292,0.144,244.55,0,0,0.0,52,7,23,0.0
19560,0.232,0.054,245.03,0,0,0.0,52,7,24,0.0
19561,0.3,0.12,244.36,0,0,0.0,52,7,25,0.0
19562,0.322,0.17,243.75,0,0,0.0,52,7,26,0.0
19563,0.318,0.168,243.43,0,0,0.0,52,7,27,0.0
19564,0.324,0.17,243.71,0,0,0.0,52,7,28,0.0
19565,0.322,0.172,243.78,0,0,0.0,52,7,29,0.0
19566,0.32,0.17,243.64,0,0,0.0,52,7,30,0.0
19567,0.314,0.166,242.81,0,0,0.0,52,7,31,0.0
19568,0.31,0.17,243.68,0,0,0.0,52,7,32,0.0
19569,0.31,0.166,242.84,0,0,0.0,52,7,33,0.0
19570,0.314,0.168,243.05,0,0,0.0,52,7,34,0.0
19571,0.312,0.166,242.79,0,0,0.0,52,7,35,0.0
19572,0.31,0.166,242.69,0,0,0.0,52,7,36,0.0
19573,0.306,0.168,243.08,0,0,0.0,52,7,37,0.0
19574,0.306,0.172,243.74,0,0,0.0,52,7,38,0.0
19575,0.268,0.112,244.33,0,0,0.0,52,7,39,0.0
19576,0.222,0.0,245.29,0,0,0.0,52,7,40,0.0
19577,0.22,0.0,245.03,0,0,0.0,52,7,41,0.0
19578,0.22,0.0,244.89,0,0,0.0,52,7,42,0.0
19579,0.212,0.0,243.76,0,0,0.0,52,7,43,0.0
19580,0.212,0.0,244.2,0,0,0.0,52,7,44,0.0
19581,0.218,0.0,243.31,0,0,0.0,52,7,45,0.0
19582,0.216,0.0,242.61,0,0,0.0,52,7,46,0.0
19583,0.216,0.0,243.13,0,0,0.0,52,7,47,0.0
19584,0.214,0.0,242.59,0,0,0.0,52,7,48,0.0
19585,0.208,0.0,242.01,0,0,0.0,52,7,49,0.0
19586,0.21,0.0,242.1,0,0,0.0,52,7,50,0.0
19587,0.216,0.0,242.37,0,0,0.0,52,7,51,0.0
19588,0.216,0.0,242.61,0,0,0.0,52,7,52,0.0
19589,0.216,0.0,242.64,0,0,0.0,52,7,53,0.0
19590,0.21,0.0,242.54,0,0,0.0,52,7,54,0.0
19591,0.21,0.0,243.39,0,0,0.0,52,7,55,0.0
19592,0.218,0.0,244.21,0,0,0.0,52,7,56,0.0
19593,0.27,0.082,244.43,0,0,0.0,52,7,57,0.0
19594,0.312,0.158,244.31,0,0,0.0,52,7,58,0.0
19595,0.334,0.162,244.63,0,0,0.0,52,7,59,0.0
19596,0.386,0.172,245.43,0,0,0.0,52,8,0,0.0
19597,0.484,0.2,244.62,0,0,0.0,52,8,1,0.0
19598,0.71,0.194,244.43,0,0,0.0,52,8,2,0.0
19599,1.026,0.19,243.89,0,0,0.0,52,8,3,0.0
19600,4.014,0.258,239.8,0,0,0.0,52,8,4,0.0
19601,4.978,0.272,238.71,0,0,0.0,52,8,5,0.0
19602,4.518,0.272,238.16,0,0,0.0,52,8,6,0.0
19603,4.468,0.262,238.38,0,0,0.0,52,8,7,0.0
19604,2.326,0.212,240.59,0,0,0.0,52,8,8,0.0
19605,2.192,0.208,240.57,0,0,0.0,52,8,9,0.0
19606,2.784,0.208,239.64,0,0,0.0,52,8,10,0.0
19607,1.302,0.188,241.38,0,0,0.0,52,8,11,0.0
19608,0.934,0.244,242.0,0,0,0.0,52,8,12,0.0
19609,1.086,0.264,242.14,0,0,0.0,52,8,13,0.0
19610,1.118,0.266,242.37,0,0,0.0,52,8,14,0.0
19611,1.12,0.264,242.17,0,0,0.0,52,8,15,0.0
19612,1.108,0.26,241.52,0,0,0.0,52,8,16,0.0
19613,0.994,0.268,242.52,0,0,0.0,52,8,17,0.0
19614,0.868,0.232,242.9,0,0,0.0,52,8,18,0.0
19615,0.806,0.134,242.36,0,0,0.0,52,8,19,0.0
19616,0.904,0.128,241.67,0,0,0.0,52,8,20,0.0
19617,1.016,0.13,242.32,0,0,0.0,52,8,21,0.0
19618,1.554,0.13,242.02,0,0,0.0,52,8,22,0.0
19619,1.768,0.124,241.4,0,0,0.0,52,8,23,0.0
19620,2.0,0.266,241.36,0,0,0.0,52,8,24,0.0
19621,2.07,0.318,240.89,0,0,0.0,52,8,25,0.0
19622,2.068,0.314,241.72,0,0,0.0,52,8,26,0.0
19623,2.058,0.306,241.19,0,0,0.0,52,8,27,0.0
19624,1.924,0.206,241.68,0,0,0.0,52,8,28,0.0
19625,1.812,0.126,241.53,0,0,0.0,52,8,29,0.0
19626,1.816,0.126,241.35,0,0,0.0,52,8,30,0.0
19627,1.804,0.122,240.67,0,0,0.0,52,8,31,0.0
19628,1.484,0.128,241.28,0,0,0.0,52,8,32,0.0
19629,1.478,0.128,240.97,0,0,0.0,52,8,33,0.0
19630,1.504,0.138,242.23,0,0,0.0,52,8,34,0.0
19631,1.57,0.24,242.39,0,0,0.0,52,8,35,0.0
19632,1.58,0.244,243.03,0,0,0.0,52,8,36,0.0
19633,1.586,0.244,243.04,0,0,0.0,52,8,37,0.0
19634,1.7,0.246,243.86,0,0,0.0,52,8,38,0.0
19635,1.254,0.252,245.33,0,0,0.0,52,8,39,0.0
19636,0.888,0.256,245.54,0,0,0.0,52,8,40,0.0
19637,0.9,0.262,246.5,0,0,0.0,52,8,41,0.0
19638,0.89,0.254,244.88,0,0,0.0,52,8,42,0.0
19639,0.998,0.366,245.12,0,0,0.0,52,8,43,0.0
19640,0.952,0.314,245.77,0,0,0.0,52,8,44,0.0
19641,0.93,0.288,245.41,0,0,0.0,52,8,45,0.0
19642,0.924,0.286,244.79,0,0,0.0,52,8,46,0.0
19643,0.95,0.298,244.59,0,0,0.0,52,8,47,0.0
19644,1.002,0.41,244.36,0,1,0.0,52,8,48,1.0
19645,0.992,0.408,244.04,0,1,0.0,52,8,49,1.0
19646,0.988,0.406,243.96,0,2,0.0,52,8,50,2.0
19647,0.988,0.402,243.56,0,1,0.0,52,8,51,1.0
19648,0.996,0.406,243.87,0,2,0.0,52,8,52,2.0
19649,1.0,0.41,244.52,0,1,0.0,52,8,53,1.0
19650,1.054,0.418,245.58,0,1,0.0,52,8,54,1.0
19651,1.49,0.532,245.2,0,2,0.0,52,8,55,2.0
19652,1.192,0.408,244.61,0,1,0.0,52,8,56,1.0
19653,1.198,0.382,243.99,0,2,0.0,52,8,57,2.0
19654,1.144,0.22,243.77,0,1,0.0,52,8,58,1.0
19655,1.356,0.216,243.51,0,2,0.0,52,8,59,2.0
19656,1.248,0.218,243.9,0,1,0.0,52,9,0,1.0
19657,1.052,0.22,243.99,0,1,0.0,52,9,1,1.0
19658,1.096,0.224,244.5,0,2,0.0,52,9,2,2.0
19659,1.104,0.23,245.28,0,1,0.0,52,9,3,1.0
19660,1.272,0.226,244.37,0,2,0.0,52,9,4,2.0
19661,1.712,0.224,244.19,0,1,0.0,52,9,5,1.0
19662,1.844,0.23,244.52,0,1,0.0,52,9,6,1.0
19663,1.908,0.242,243.86,0,2,0.0,52,9,7,2.0
19664,1.896,0.236,243.07,0,1,0.0,52,9,8,1.0
19665,2.142,0.238,242.87,0,1,2.0,52,9,9,3.0
19666,3.026,0.226,241.39,0,1,18.0,52,9,10,19.0
19667,3.01,0.214,239.67,0,2,19.0,52,9,11,21.0
19668,2.94,0.218,240.64,0,1,18.0,52,9,12,19.0
19669,2.988,0.218,241.0,0,1,18.0,52,9,13,19.0
19670,3.092,0.328,242.0,0,1,18.0,52,9,14,19.0
19671,3.166,0.422,241.04,0,0,18.0,52,9,15,18.0
19672,3.176,0.412,241.32,0,0,17.0,52,9,16,17.0
19673,3.262,0.404,241.61,0,0,18.0,52,9,17,18.0
19674,3.128,0.402,241.48,0,0,18.0,52,9,18,18.0
19675,3.272,0.388,239.79,0,0,18.0,52,9,19,18.0
19676,3.342,0.39,239.7,0,0,18.0,52,9,20,18.0
19677,3.354,0.396,240.3,0,0,17.0,52,9,21,17.0
19678,3.446,0.488,240.71,0,0,18.0,52,9,22,18.0
19679,3.448,0.496,241.17,0,0,18.0,52,9,23,18.0
19680,3.242,0.236,241.48,0,0,18.0,52,9,24,18.0
19681,3.188,0.222,240.21,0,0,17.0,52,9,25,17.0
19682,3.178,0.224,240.2,0,0,18.0,52,9,26,18.0
19683,3.16,0.22,239.69,0,0,18.0,52,9,27,18.0
19684,3.168,0.224,240.26,0,0,17.0,52,9,28,17.0
19685,2.93,0.22,239.55,0,0,18.0,52,9,29,18.0
19686,2.324,0.226,240.73,0,0,18.0,52,9,30,18.0
19687,2.362,0.228,241.14,0,0,18.0,52,9,31,18.0
19688,2.412,0.23,241.55,0,0,17.0,52,9,32,17.0
19689,2.548,0.23,241.71,0,0,18.0,52,9,33,18.0
19690,2.54,0.23,241.85,0,0,18.0,52,9,34,18.0
19691,2.524,0.228,241.26,0,0,18.0,52,9,35,18.0
19692,2.524,0.226,240.71,0,0,18.0,52,9,36,18.0
19693,2.434,0.108,239.97,0,0,17.0,52,9,37,17.0
19694,2.422,0.09,240.19,0,0,18.0,52,9,38,18.0
19695,2.414,0.09,240.1,0,0,18.0,52,9,39,18.0
19696,2.408,0.088,240.21,0,0,17.0,52,9,40,17.0
19697,2.474,0.088,239.97,0,0,18.0,52,9,41,18.0
19698,2.238,0.064,240.86,0,0,18.0,52,9,42,18.0
19699,2.082,0.0,241.95,0,0,18.0,52,9,43,18.0
19700,2.32,0.0,241.67,0,0,18.0,52,9,44,18.0
19701,2.296,0.0,241.77,0,0,18.0,52,9,45,18.0
19702,2.564,0.114,240.9,0,0,17.0,52,9,46,17.0
19703,4.032,0.134,239.4,0,24,18.0,52,9,47,42.0
19705,4.036,0.1,240.06,0,29,17.0,52,9,49,46.0
19707,4.11,0.074,239.73,0,29,17.0,52,9,51,46.0
19730,4.936,0.482,236.44,1,35,17.0,52,10,14,53.0
19731,3.92,0.438,236.63,1,17,17.0,52,10,15,35.0
19732,5.188,0.398,235.01,2,34,17.0,52,10,16,53.0
19736,3.902,0.29,235.52,1,17,17.0,52,10,20,35.0
19737,5.028,0.282,234.09,3,34,17.0,52,10,21,54.0
19746,4.072,0.31,236.72,3,27,17.0,52,10,30,47.0
19747,3.53,0.376,236.6,0,19,17.0,52,10,31,36.0
19748,3.742,0.362,235.89,0,21,17.0,52,10,32,38.0
19749,4.528,0.36,234.48,1,36,17.0,52,10,33,54.0
19750,3.51,0.352,236.18,0,19,17.0,52,10,34,36.0
19751,4.082,0.332,234.91,0,26,17.0,52,10,35,43.0
19752,3.886,0.342,234.49,0,22,17.0,52,10,36,39.0
19753,3.858,0.334,234.98,0,22,17.0,52,10,37,39.0
19754,3.096,0.336,236.08,0,15,17.0,52,10,38,32.0
19755,2.594,0.408,236.96,0,5,17.0,52,10,39,22.0
19756,2.566,0.454,236.7,0,4,18.0,52,10,40,22.0
19757,2.514,0.35,236.09,0,5,17.0,52,10,41,22.0
19758,2.602,0.468,236.33,0,4,17.0,52,10,42,21.0
19759,2.66,0.49,238.03,0,5,17.0,52,10,43,22.0
19760,2.644,0.506,238.56,0,5,18.0,52,10,44,23.0
19761,2.674,0.5,239.09,0,5,17.0,52,10,45,22.0
19762,2.554,0.472,239.79,0,3,18.0,52,10,46,21.0
19763,2.472,0.45,239.36,0,1,17.0,52,10,47,18.0
19764,2.496,0.456,239.77,0,2,18.0,52,10,48,20.0
19765,2.47,0.45,239.43,0,1,17.0,52,10,49,18.0
19766,2.488,0.454,239.46,0,2,18.0,52,10,50,20.0
19767,2.464,0.448,239.31,0,2,18.0,52,10,51,20.0
19768,2.472,0.45,238.85,0,1,17.0,52,10,52,18.0
19769,2.444,0.442,238.37,0,2,17.0,52,10,53,19.0
19770,2.442,0.44,237.52,0,1,18.0,52,10,54,19.0
19771,2.422,0.436,237.25,0,2,17.0,52,10,55,19.0
19772,2.42,0.436,237.15,0,1,17.0,52,10,56,18.0
19773,2.436,0.436,236.83,0,2,17.0,52,10,57,19.0
19774,2.71,0.398,236.43,0,1,18.0,52,10,58,19.0
19775,2.75,0.294,235.89,0,1,17.0,52,10,59,18.0
19776,2.59,0.296,235.96,0,2,17.0,52,11,0,19.0
19777,3.604,0.344,234.62,0,16,17.0,52,11,1,33.0
19778,4.434,0.318,233.54,0,36,16.0,52,11,2,52.0
19779,3.914,0.322,233.7,0,29,17.0,52,11,3,46.0
19780,4.39,0.312,233.0,0,37,17.0,52,11,4,54.0
19781,3.896,0.322,233.25,0,28,16.0,52,11,5,44.0
19792,4.444,0.324,232.16,0,35,17.0,52,11,16,52.0
19794,4.464,0.358,233.12,0,36,17.0,52,11,18,53.0
19795,4.466,0.344,233.83,0,35,17.0,52,11,19,52.0
19796,4.036,0.288,235.77,0,30,17.0,52,11,20,47.0
19797,3.55,0.27,236.03,0,20,17.0,52,11,21,37.0
19798,4.494,0.248,234.99,0,36,17.0,52,11,22,53.0
19799,4.57,0.348,234.67,0,36,17.0,52,11,23,53.0
19800,3.91,0.398,235.76,0,26,17.0,52,11,24,43.0
19801,3.958,0.436,236.22,0,25,17.0,52,11,25,42.0
19802,4.176,0.362,236.51,0,36,17.0,52,11,26,53.0
19803,3.512,0.338,237.42,0,27,17.0,52,11,27,44.0
19804,3.584,0.336,237.46,0,24,18.0,52,11,28,42.0
19805,4.28,0.32,237.1,0,36,17.0,52,11,29,53.0
19806,3.386,0.332,238.27,0,24,17.0,52,11,30,41.0
19807,3.742,0.328,237.65,0,28,18.0,52,11,31,46.0
19808,3.822,0.362,237.35,0,32,17.0,52,11,32,49.0
19809,3.18,0.37,237.85,0,19,17.0,52,11,33,36.0
19811,3.25,0.338,236.99,0,24,17.0,52,11,35,41.0
19812,3.848,0.244,235.79,0,34,17.0,52,11,36,51.0
19813,3.542,0.25,235.72,0,32,18.0,52,11,37,50.0
19814,3.286,0.242,236.92,0,25,17.0,52,11,38,42.0
19815,3.356,0.062,237.42,0,29,17.0,52,11,39,46.0
19816,2.736,0.066,237.5,0,17,17.0,52,11,40,34.0
19817,3.328,0.054,238.12,0,28,18.0,52,11,41,46.0
19818,3.162,0.072,239.26,0,25,17.0,52,11,42,42.0
19819,2.736,0.066,239.91,0,17,18.0,52,11,43,35.0
19820,3.476,0.07,238.93,0,31,17.0,52,11,44,48.0
19821,2.656,0.066,240.19,0,15,18.0,52,11,45,33.0
19822,3.5,0.066,238.58,0,31,17.0,52,11,46,48.0
19823,2.564,0.064,239.64,0,14,18.0,52,11,47,32.0
19824,3.504,0.066,237.92,0,31,17.0,52,11,48,48.0
